"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Denmark","DNK","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.6953070545318","71.1120547506977","67.5639248723916","64.9769885697233","59.2185029349332","52.6028297965529","50.6171876912673","50.3155057726361","47.695034528037","43.245262609748","36.0742566554116","32.3855963383672","25.1822862567068","32.2615435388965","38.3913641339455","42.7398011035131","49.5516804124746","49.9659036289463","46.2943271987969","48.6832749610201","42.9445492385686","40.6693546727599","38.3727929024033","36.5462682109297","38.1724033131093","48.4031299049363","39.8556605947411","26.369311889906","",
"Dominican Republic","DOM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.9601830753133","17.5702324990029","","16.4168038368014","","","","","","","","","","","","","","","","","","","","","","","","",
"Algeria","DZA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.3713044354491","38.5738160851521","36.9368831541064","35.4866452526489","34.2713649407845","31.2956686497504","33.801672489627","34.4744092188185","35.0578938126592","34.3865182390608","33.331162235936","35.3918599728294","41.3438308088414","39.6411979114753","","",
"Europe & Central Asia","ECS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.3476682894051","64.3406107272535","63.1353367511103","61.1595849345991","60.8584580462432","62.7387891808187","60.282592640067","59.5652293357393","56.6839150288443","54.4079654932597","58.3150565180659","66.7110646965759","69.8648983442149","71.7764288201958","78.5274839974656","79.4999712504609","84.4914617439458","82.7568329022828","83.9246739385661","83.0751121131118","81.1047021538572","82.406233308467","98.9317030186403","93.9502065321695","77.8164979755676","",
"Ecuador","ECU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Egypt, Arab Rep.","EGY","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.7885338345865","","","","","","","","","","","","","","","","",
"Euro area","EMU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.1912470215731","64.9005754613002","63.7391052840511","62.2575918645882","63.1969041344177","62.9192548947189","63.6106083659996","64.3836473080927","60.800227234209","57.8554025859039","62.743245188302","71.6824013542721","75.3409390621483","76.0392881273709","86.6154140812452","89.34033920959","95.6573515865485","93.2232021866571","93.1419596144112","90.9030741119367","88.7357540043928","90.3775783090434","107.663981882765","101.922904271335","85.2910314017371","",
"Eritrea","ERI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","2002.51041517294","1767.38557414432","","","","","","","","","","","","","","","","","","","","","","","","55.2290280082434","61.070998070085","60.4352384126761","60.5718020649445","55.6718478671446","53.1953696938461","49.2439077412131","48.1943933860292","44.4555006755419","43.6886302317212","40.9651879988809","36.3827212825601","32.5551391817323","37.6318260733343","51.4649531438072","54.3507376454761","62.6022737168698","88.5971150093008","105.450494629479","117.958594740264","110.033133582133","109.158554538092","107.757123640704","106.604509780244","109.679088345902","134.034999922291","126.974630865763","104.789911636384","",
"Estonia","EST","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.90922002473909","7.84184333624567","4.06698700265488","3.81132632295459","4.42948490140082","4.86252613950876","5.27335374149869","5.18104567730469","4.94438397132272","4.22953401229437","5.05835096073767","8.22468046659972","7.89764510837486","5.99139330834761","13.5521744483716","13.798476044145","13.9548506685828","13.1227400304449","14.070777375849","13.425576163145","13.4585697706201","13.9293669400747","23.7728911461593","23.8929966428787","25.2010912512376","",
"Ethiopia","ETH","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.1758923644789","49.6471547793914","43.3007948756543","71.5033855542775","90.2523100095927","80.6182076424932","70.3936489385985","67.7317426757118","76.0638442706389","83.4720247831402","","","","","","","","","","","","","","10.733283781495","26.9372797365191","27.9431250379303","29.0056900690034","30.0951131996185","32.5332185023587","31.4488486740364","","","","",
"European Union","EUU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.6287406406296","63.4788700596292","61.9193395597916","60.2742435466477","61.2595470839787","60.9810698483686","61.3415078740546","61.866268104778","58.4128967373968","55.3699520579826","59.8891182590566","68.1897382651497","71.5873199451269","72.5410183879111","82.0207781732291","84.4360910074995","90.0869450312627","87.6521122354022","87.6050563224055","85.2604057153528","83.0962674034049","84.2980402752623","100.615868573026","94.946039203558","79.6068045425516","",
"Fragile and conflict affected situations","FCS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
