Date,CPI_USA_Index,CPI_Japan_Index,USA_WageH_Dollar,Japan_WageH_Dollar,USA_GDP_Dollar_Capita,Japan_GDP_Dollar_Capita
1970-01-01,37.9,31.3565792822601,15.87674,14.65238,25231.1271579892,14114.3158179076
1970-02-01,38.1,31.4583863578519,15.92698,15.25044,25231.1271579892,14114.3158179076
1970-03-01,38.3,31.7638075846271,16.02747,15.44979,25231.1271579892,14114.3158179076
1970-04-01,38.5,32.0692288114024,16.02747,15.748820000000002,25231.1271579892,14114.3158179076
1970-05-01,38.6,31.7638075846271,16.17819,16.04784,25231.1271579892,14114.3158179076
1970-06-01,38.8,31.7638075846271,16.278679999999998,16.2472,25231.1271579892,14114.3158179076
1970-07-01,38.9,31.6620005090354,16.32892,16.6459,25231.1271579892,14114.3158179076
1970-08-01,39.0,31.5601934334436,16.379170000000002,17.24396,25734.4828350051,14456.8211953459
1970-09-01,39.2,32.0692288114024,16.529889999999998,16.74558,25734.4828350051,14456.8211953459
1970-10-01,39.4,32.7818783405447,16.379170000000002,17.044610000000002,25734.4828350051,14456.8211953459
1970-11-01,39.6,32.7818783405447,16.379170000000002,17.24396,25734.4828350051,14456.8211953459
1970-12-01,39.8,33.0872995673199,16.68062,17.74234,25734.4828350051,14456.8211953459
1971-01-01,39.9,33.2909137185034,16.88159,17.74234,25734.4828350051,14456.8211953459
1971-02-01,39.9,33.2909137185034,17.032320000000002,17.941689999999998,25734.4828350051,14456.8211953459
1971-03-01,40.0,33.2909137185034,17.032320000000002,17.941689999999998,25734.4828350051,14456.8211953459
1971-04-01,40.1,33.6981420208704,17.13281,18.14104,25734.4828350051,14456.8211953459
