"Date","Price","Open","High","Low","Vol.","Change %"
"06/10/1980","215.80","215.80","215.80","215.80","","-0.25%"
"06/09/1980","216.35","216.35","216.35","216.35","","-1.35%"
"06/06/1980","219.30","219.30","219.30","219.30","","-0.48%"
"06/05/1980","220.35","220.35","220.35","220.35","","-0.47%"
"06/04/1980","221.40","221.40","221.40","221.40","","-0.58%"
"06/03/1980","222.70","222.70","222.70","222.70","","-0.38%"
"06/02/1980","223.55","223.55","223.55","223.55","","0.25%"
"05/30/1980","223.00","223.00","223.00","223.00","","-0.36%"
"05/29/1980","223.80","223.80","223.80","223.80","","0.13%"
"05/28/1980","223.50","223.50","223.50","223.50","","1.96%"
"05/27/1980","219.20","219.20","219.20","219.20","","-0.93%"
"05/23/1980","221.25","221.25","221.25","221.25","","-1.25%"
"05/22/1980","224.05","224.05","224.05","224.05","","-0.16%"
"05/21/1980","224.40","224.40","224.40","224.40","","-1.04%"
"05/20/1980","226.75","226.75","226.75","226.75","","-0.98%"
"05/19/1980","229.00","229.00","229.00","229.00","","-0.26%"
"05/16/1980","229.60","229.60","229.60","229.60","","0.79%"
"05/15/1980","227.80","227.80","227.80","227.80","","0.26%"
"05/14/1980","227.20","227.20","227.20","227.20","","-0.24%"
"05/13/1980","227.75","227.75","227.75","227.75","","0.42%"
"05/12/1980","226.80","226.80","226.80","226.80","","-2.16%"
"05/09/1980","231.80","231.80","231.80","231.80","","-0.77%"
"05/08/1980","233.60","233.60","233.60","233.60","","0.75%"
"05/07/1980","231.85","231.85","231.85","231.85","","0.02%"
"05/06/1980","231.80","231.80","231.80","231.80","","-2.28%"
"05/05/1980","237.20","237.20","237.20","237.20","","-1.31%"
"05/02/1980","240.35","240.35","240.35","240.35","","-0.06%"
"05/01/1980","240.50","240.50","240.50","240.50","","0.48%"
"04/30/1980","239.35","239.35","239.35","239.35","","0.02%"
"04/29/1980","239.30","239.30","239.30","239.30","","-0.83%"
"04/28/1980","241.30","241.30","241.30","241.30","","-1.91%"
"04/25/1980","246.00","246.00","246.00","246.00","","0.55%"
"04/24/1980","244.65","244.65","244.65","244.65","","0.58%"
"04/23/1980","243.25","243.25","243.25","243.25","","-2.70%"
"04/22/1980","250.00","250.00","250.00","250.00","","0.08%"
"04/21/1980","249.80","249.80","249.80","249.80","","0.16%"
"04/18/1980","249.40","249.40","249.40","249.40","","0.28%"
"04/17/1980","248.70","248.70","248.70","248.70","","-0.16%"
"04/16/1980","249.10","249.10","249.10","249.10","","-1.42%"
"04/15/1980","252.70","252.70","252.70","252.70","","0.54%"
"04/14/1980","251.35","251.35","251.35","251.35","","-0.46%"
"04/11/1980","252.50","252.50","252.50","252.50","","1.20%"
"04/10/1980","249.50","249.50","249.50","249.50","","-0.91%"
"04/09/1980","251.80","251.80","251.80","251.80","","-2.48%"
"04/08/1980","258.20","258.20","258.20","258.20","","-1.22%"
"04/07/1980","261.40","261.40","261.40","261.40","","1.02%"
"04/04/1980","258.75","258.75","258.75","258.75","","0.60%"
"04/03/1980","257.20","257.20","257.20","257.20","","0.02%"
"04/02/1980","257.15","257.15","257.15","257.15","","0.98%"
"04/01/1980","254.65","254.65","254.65","254.65","","1.88%"
"03/31/1980","249.95","249.95","249.95","249.95","","0.12%"
"03/28/1980","249.65","249.65","249.65","249.65","","-0.10%"
"03/27/1980","249.90","249.90","249.90","249.90","","0.32%"
"03/26/1980","249.10","249.10","249.10","249.10","","0.01%"
"03/25/1980","249.07","249.07","249.07","249.07","","-0.03%"
"03/24/1980","249.15","249.15","249.15","249.15","","0.09%"
"03/21/1980","248.92","248.92","248.92","248.92","","0.09%"
"03/20/1980","248.70","248.70","248.70","248.70","","0.02%"
"03/19/1980","248.65","248.65","248.65","248.65","","-0.18%"
"03/18/1980","249.10","249.10","249.10","249.10","","0.08%"
"03/17/1980","248.90","248.90","248.90","248.90","","-0.06%"
"03/14/1980","249.05","249.05","249.05","249.05","","0.38%"
"03/13/1980","248.10","248.10","248.10","248.10","","0.24%"
"03/12/1980","247.50","247.50","247.50","247.50","","0.08%"
"03/11/1980","247.30","247.30","247.30","247.30","","-0.25%"
"03/10/1980","247.93","247.93","247.93","247.93","","0.03%"
"03/07/1980","247.85","247.85","247.85","247.85","","-0.10%"
"03/06/1980","248.10","248.10","248.10","248.10","","0.49%"
"03/05/1980","246.88","246.88","246.88","246.88","","0.19%"
"03/04/1980","246.40","246.40","246.40","246.40","","-0.59%"
"03/03/1980","247.85","247.85","247.85","247.85","","-1.51%"
"02/29/1980","251.65","251.65","251.65","251.65","","1.31%"
"02/28/1980","248.40","248.40","248.40","248.40","","-0.02%"
"02/27/1980","248.45","248.45","248.45","248.45","","0.15%"
"02/26/1980","248.08","248.08","248.08","248.08","","-0.11%"
"02/25/1980","248.35","248.35","248.35","248.35","","0.36%"
"02/22/1980","247.45","247.45","247.45","247.45","","0.55%"
"02/21/1980","246.09","246.09","246.09","246.09","","0.02%"
"02/20/1980","246.05","246.05","246.05","246.05","","0.28%"
"02/19/1980","245.36","245.36","245.36","245.36","","0.89%"
"02/15/1980","243.20","243.20","243.20","243.20","","-0.08%"
"02/14/1980","243.39","243.39","243.39","243.39","","0.53%"
"02/13/1980","242.10","242.10","242.10","242.10","","0.29%"
"02/11/1980","241.40","241.40","241.40","241.40","","-0.10%"
"02/08/1980","241.65","241.65","241.65","241.65","","0.65%"
"02/07/1980","240.09","240.09","240.09","240.09","","0.00%"
"02/06/1980","240.10","240.10","240.10","240.10","","0.00%"
"02/05/1980","240.10","240.10","240.10","240.10","","-0.08%"
"02/04/1980","240.29","240.29","240.29","240.29","","-0.07%"
"02/01/1980","240.45","240.45","240.45","240.45","","0.47%"
"01/31/1980","239.33","239.33","239.33","239.33","","-0.07%"
"01/30/1980","239.50","239.50","239.50","239.50","","0.06%"
"01/29/1980","239.35","239.35","239.35","239.35","","-0.36%"
"01/28/1980","240.22","240.22","240.22","240.22","","0.26%"
"01/25/1980","239.60","239.60","239.60","239.60","","0.10%"
"01/24/1980","239.35","239.35","239.35","239.35","","0.89%"
"01/23/1980","237.25","237.25","237.25","237.25","","-1.02%"
"01/22/1980","239.70","239.70","239.70","239.70","","-0.54%"
"01/21/1980","241.00","241.00","241.00","241.00","","0.56%"
"01/18/1980","239.65","239.65","239.65","239.65","","-0.10%"
"01/17/1980","239.90","239.90","239.90","239.90","","0.73%"
"01/16/1980","238.15","238.15","238.15","238.15","","-0.63%"
"01/15/1980","239.65","239.65","239.65","239.65","","1.46%"
"01/14/1980","236.20","236.20","236.20","236.20","","0.06%"
"01/11/1980","236.05","236.05","236.05","236.05","","0.11%"
"01/10/1980","235.80","235.80","235.80","235.80","","0.36%"
"01/09/1980","234.95","234.95","234.95","234.95","","0.09%"
"01/08/1980","234.75","234.75","234.75","234.75","","1.38%"
"01/07/1980","231.55","231.55","231.55","231.55","","-1.38%"
"01/04/1980","234.80","234.80","234.80","234.80","","-1.49%"
"01/03/1980","238.35","238.35","238.35","238.35","","-0.04%"
"01/02/1980","238.45","238.45","238.45","238.45","","-0.77%"
"12/31/1979","240.30","240.30","240.30","240.30","","-0.10%"
"12/28/1979","240.55","240.55","240.55","240.55","","0.31%"
"12/27/1979","239.80","239.80","239.80","239.80","","0.31%"
"12/26/1979","239.05","239.05","239.05","239.05","","-0.31%"
"12/24/1979","239.80","239.80","239.80","239.80","","-0.04%"
"12/21/1979","239.90","239.90","239.90","239.90","","1.39%"
"12/20/1979","236.60","236.60","236.60","236.60","","-1.00%"
"12/19/1979","239.00","239.00","239.00","239.00","","-0.17%"
"12/18/1979","239.40","239.40","239.40","239.40","","-0.29%"
"12/17/1979","240.10","240.10","240.10","240.10","","-1.01%"
"12/14/1979","242.55","242.55","242.55","242.55","","0.77%"
"12/13/1979","240.70","240.70","240.70","240.70","","1.18%"
"12/12/1979","237.90","237.90","237.90","237.90","","1.97%"
"12/11/1979","233.30","233.30","233.30","233.30","","0.28%"
"12/10/1979","232.65","232.65","232.65","232.65","","-3.14%"
"12/07/1979","240.20","240.20","240.20","240.20","","-1.40%"
"12/06/1979","243.60","243.60","243.60","243.60","","-0.85%"
"12/05/1979","245.70","245.70","245.70","245.70","","-0.73%"
"12/04/1979","247.50","247.50","247.50","247.50","","-0.56%"
"12/03/1979","248.89","248.89","248.89","248.89","","-0.26%"
"11/30/1979","249.55","249.55","249.55","249.55","","0.28%"
"11/29/1979","248.85","248.85","248.85","248.85","","-0.04%"
"11/28/1979","248.95","248.95","248.95","248.95","","-0.20%"
"11/27/1979","249.45","249.45","249.45","249.45","","-0.56%"
"11/26/1979","250.85","250.85","250.85","250.85","","0.74%"
"11/23/1979","249.00","249.00","249.00","249.00","","0.36%"
"11/21/1979","248.10","248.10","248.10","248.10","","0.77%"
"11/20/1979","246.20","246.20","246.20","246.20","","0.39%"
"11/19/1979","245.25","245.25","245.25","245.25","","-0.51%"
"11/16/1979","246.50","246.50","246.50","246.50","","-0.28%"
"11/15/1979","247.20","247.20","247.20","247.20","","1.58%"
"11/14/1979","243.35","243.35","243.35","243.35","","-1.32%"
"11/13/1979","246.60","246.60","246.60","246.60","","1.25%"
"11/09/1979","243.55","243.55","243.55","243.55","","0.93%"
"11/08/1979","241.30","241.30","241.30","241.30","","0.46%"
"11/07/1979","240.20","240.20","240.20","240.20","","1.31%"
"11/05/1979","237.10","237.10","237.10","237.10","","1.09%"
"11/02/1979","234.55","234.55","234.55","234.55","","-1.51%"
"11/01/1979","238.15","238.15","238.15","238.15","","0.13%"
"10/31/1979","237.85","237.85","237.85","237.85","","-0.10%"
"10/30/1979","238.10","238.10","238.10","238.10","","0.90%"
"10/29/1979","235.98","235.98","235.98","235.98","","0.72%"
"10/26/1979","234.30","234.30","234.30","234.30","","0.17%"
"10/25/1979","233.90","233.90","233.90","233.90","","-0.26%"
"10/24/1979","234.50","234.50","234.50","234.50","","-0.38%"
"10/23/1979","235.40","235.40","235.40","235.40","","0.68%"
"10/22/1979","233.80","233.80","233.80","233.80","","1.37%"
"10/19/1979","230.65","230.65","230.65","230.65","","-0.66%"
"10/18/1979","232.18","232.18","232.18","232.18","","-0.82%"
"10/17/1979","234.10","234.10","234.10","234.10","","0.91%"
"10/16/1979","232.00","232.00","232.00","232.00","","0.96%"
"10/15/1979","229.80","229.80","229.80","229.80","","1.01%"
"10/12/1979","227.50","227.50","227.50","227.50","","0.49%"
"10/11/1979","226.40","226.40","226.40","226.40","","0.35%"
"10/10/1979","225.60","225.60","225.60","225.60","","-0.18%"
"10/09/1979","226.00","226.00","226.00","226.00","","0.83%"
"10/05/1979","224.15","224.15","224.15","224.15","","0.34%"
"10/04/1979","223.40","223.40","223.40","223.40","","-0.47%"
"10/03/1979","224.45","224.45","224.45","224.45","","-0.40%"
"10/02/1979","225.35","225.35","225.35","225.35","","0.04%"
"10/01/1979","225.25","225.25","225.25","225.25","","0.33%"
"09/28/1979","224.50","224.50","224.50","224.50","","0.42%"
"09/27/1979","223.55","223.55","223.55","223.55","","0.43%"
"09/26/1979","222.60","222.60","222.60","222.60","","-0.09%"
"09/25/1979","222.80","222.80","222.80","222.80","","-0.13%"
"09/24/1979","223.10","223.10","223.10","223.10","","0.29%"
"09/21/1979","222.45","222.45","222.45","222.45","","0.98%"
"09/20/1979","220.30","220.30","220.30","220.30","","-1.40%"
"09/19/1979","223.43","223.43","223.43","223.43","","-0.17%"
"09/18/1979","223.80","223.80","223.80","223.80","","0.14%"
"09/17/1979","223.48","223.48","223.48","223.48","","0.04%"
"09/14/1979","223.40","223.40","223.40","223.40","","-0.09%"
"09/13/1979","223.60","223.60","223.60","223.60","","0.63%"
"09/12/1979","222.20","222.20","222.20","222.20","","0.29%"
"09/11/1979","221.55","221.55","221.55","221.55","","0.29%"
"09/10/1979","220.90","220.90","220.90","220.90","","0.05%"
"09/07/1979","220.80","220.80","220.80","220.80","","-0.02%"
"09/06/1979","220.85","220.85","220.85","220.85","","-0.29%"
"09/05/1979","221.50","221.50","221.50","221.50","","0.20%"
"09/04/1979","221.05","221.05","221.05","221.05","","0.29%"
"08/31/1979","220.40","220.40","220.40","220.40","","0.20%"
"08/30/1979","219.95","219.95","219.95","219.95","","-0.89%"
"08/29/1979","221.93","221.93","221.93","221.93","","0.63%"
"08/28/1979","220.55","220.55","220.55","220.55","","-0.18%"
"08/27/1979","220.95","220.95","220.95","220.95","","0.78%"
"08/24/1979","219.25","219.25","219.25","219.25","","0.06%"
"08/23/1979","219.12","219.12","219.12","219.12","","-0.17%"
"08/22/1979","219.50","219.50","219.50","219.50","","0.76%"
"08/21/1979","217.85","217.85","217.85","217.85","","0.22%"
"08/20/1979","217.38","217.38","217.38","217.38","","0.04%"
"08/17/1979","217.30","217.30","217.30","217.30","","0.15%"
"08/16/1979","216.98","216.98","216.98","216.98","","0.06%"
"08/15/1979","216.85","216.85","216.85","216.85","","0.02%"
"08/14/1979","216.80","216.80","216.80","216.80","","0.10%"
"08/13/1979","216.58","216.58","216.58","216.58","","0.31%"
"08/10/1979","215.90","215.90","215.90","215.90","","-0.07%"
"08/09/1979","216.05","216.05","216.05","216.05","","-0.21%"
"08/08/1979","216.50","216.50","216.50","216.50","","0.00%"
"08/07/1979","216.50","216.50","216.50","216.50","","0.02%"
"08/06/1979","216.45","216.45","216.45","216.45","","-0.21%"
"08/03/1979","216.90","216.90","216.90","216.90","","0.16%"
"08/02/1979","216.55","216.55","216.55","216.55","","0.23%"
"08/01/1979","216.05","216.05","216.05","216.05","","-0.30%"
"07/31/1979","216.70","216.70","216.70","216.70","","0.42%"
"07/30/1979","215.80","215.80","215.80","215.80","","0.19%"
"07/27/1979","215.40","215.40","215.40","215.40","","0.17%"
"07/26/1979","215.03","215.03","215.03","215.03","","-0.10%"
"07/25/1979","215.25","215.25","215.25","215.25","","0.40%"
"07/24/1979","214.40","214.40","214.40","214.40","","-0.63%"
"07/23/1979","215.75","215.75","215.75","215.75","","-0.62%"
"07/20/1979","217.10","217.10","217.10","217.10","","0.51%"
"07/19/1979","216.00","216.00","216.00","216.00","","1.12%"
"07/18/1979","213.60","213.60","213.60","213.60","","-1.32%"
"07/17/1979","216.45","216.45","216.45","216.45","","-0.16%"
"07/16/1979","216.80","216.80","216.80","216.80","","-0.25%"
"07/13/1979","217.35","217.35","217.35","217.35","","0.05%"
"07/12/1979","217.25","217.25","217.25","217.25","","-0.09%"
"07/11/1979","217.45","217.45","217.45","217.45","","-0.11%"
"07/10/1979","217.68","217.68","217.68","217.68","","0.08%"
"07/09/1979","217.50","217.50","217.50","217.50","","0.00%"
"07/06/1979","217.50","217.50","217.50","217.50","","0.23%"
"07/05/1979","217.00","217.00","217.00","217.00","","-0.64%"
"07/03/1979","218.40","218.40","218.40","218.40","","0.05%"
"07/02/1979","218.30","218.30","218.30","218.30","","0.23%"
"06/29/1979","217.80","217.80","217.80","217.80","","0.58%"
"06/28/1979","216.55","216.55","216.55","216.55","","0.07%"
"06/27/1979","216.40","216.40","216.40","216.40","","0.23%"
"06/26/1979","215.90","215.90","215.90","215.90","","1.25%"
"06/25/1979","213.24","213.24","213.24","213.24","","-1.19%"
"06/22/1979","215.80","215.80","215.80","215.80","","-1.44%"
"06/21/1979","218.95","218.95","218.95","218.95","","-0.02%"
"06/20/1979","219.00","219.00","219.00","219.00","","0.16%"
"06/19/1979","218.65","218.65","218.65","218.65","","-0.57%"
"06/18/1979","219.90","219.90","219.90","219.90","","0.50%"
"06/15/1979","218.80","218.80","218.80","218.80","","-0.63%"
"06/14/1979","220.18","220.18","220.18","220.18","","0.01%"
"06/13/1979","220.15","220.15","220.15","220.15","","0.20%"
"06/12/1979","219.70","219.70","219.70","219.70","","0.40%"
"06/11/1979","218.83","218.83","218.83","218.83","","0.11%"
"06/08/1979","218.60","218.60","218.60","218.60","","-0.43%"
"06/07/1979","219.55","219.55","219.55","219.55","","-0.36%"
"06/06/1979","220.35","220.35","220.35","220.35","","-0.36%"
"06/05/1979","221.15","221.15","221.15","221.15","","0.64%"
"06/04/1979","219.75","219.75","219.75","219.75","","-0.69%"
"06/01/1979","221.28","221.28","221.28","221.28","","0.42%"
"05/31/1979","220.35","220.35","220.35","220.35","","-0.77%"
"05/29/1979","222.05","222.05","222.05","222.05","","0.73%"
"05/28/1979","220.45","220.45","220.45","220.45","","0.32%"
"05/25/1979","219.75","219.75","219.75","219.75","","0.50%"
"05/24/1979","218.65","218.65","218.65","218.65","","-0.23%"
"05/23/1979","219.15","219.15","219.15","219.15","","-0.11%"
"05/22/1979","219.40","219.40","219.40","219.40","","0.27%"
"05/21/1979","218.80","218.80","218.80","218.80","","0.00%"
"05/18/1979","218.80","218.80","218.80","218.80","","0.97%"
"05/17/1979","216.70","216.70","216.70","216.70","","1.10%"
"05/16/1979","214.35","214.35","214.35","214.35","","0.07%"
"05/15/1979","214.20","214.20","214.20","214.20","","0.09%"
"05/14/1979","214.00","214.00","214.00","214.00","","-0.53%"
"05/11/1979","215.13","215.13","215.13","215.13","","0.26%"
"05/10/1979","214.58","214.58","214.58","214.58","","0.67%"
"05/09/1979","213.15","213.15","213.15","213.15","","-0.93%"
"05/08/1979","215.15","215.15","215.15","215.15","","0.16%"
"05/07/1979","214.80","214.80","214.80","214.80","","-3.02%"
"05/04/1979","221.50","221.50","221.50","221.50","","-1.47%"
"05/03/1979","224.80","224.80","224.80","224.80","","-0.07%"
"05/02/1979","224.95","224.95","224.95","224.95","","0.25%"
"05/01/1979","224.40","224.40","224.40","224.40","","1.17%"
"04/30/1979","221.80","221.80","221.80","221.80","","0.86%"
"04/27/1979","219.90","219.90","219.90","219.90","","0.83%"
"04/26/1979","218.10","218.10","218.10","218.10","","-0.05%"
"04/25/1979","218.20","218.20","218.20","218.20","","-0.11%"
"04/24/1979","218.45","218.45","218.45","218.45","","0.05%"
"04/23/1979","218.35","218.35","218.35","218.35","","0.02%"
"04/20/1979","218.30","218.30","218.30","218.30","","0.98%"
"04/19/1979","216.18","216.18","216.18","216.18","","0.36%"
"04/18/1979","215.40","215.40","215.40","215.40","","-1.19%"
"04/17/1979","218.00","218.00","218.00","218.00","","0.72%"
"04/16/1979","216.45","216.45","216.45","216.45","","0.25%"
"04/13/1979","215.90","215.90","215.90","215.90","","0.07%"
"04/12/1979","215.75","215.75","215.75","215.75","","1.05%"
"04/11/1979","213.50","213.50","213.50","213.50","","0.35%"
"04/10/1979","212.75","212.75","212.75","212.75","","-0.35%"
"04/09/1979","213.50","213.50","213.50","213.50","","-0.65%"
"04/06/1979","214.90","214.90","214.90","214.90","","-0.15%"
"04/05/1979","215.23","215.23","215.23","215.23","","-0.02%"
"04/04/1979","215.28","215.28","215.28","215.28","","0.41%"
"04/03/1979","214.40","214.40","214.40","214.40","","1.30%"
"04/02/1979","211.65","211.65","211.65","211.65","","0.99%"
"03/30/1979","209.58","209.58","209.58","209.58","","0.58%"
"03/29/1979","208.37","208.37","208.37","208.37","","0.24%"
"03/28/1979","207.88","207.88","207.88","207.88","","0.35%"
"03/27/1979","207.15","207.15","207.15","207.15","","0.17%"
"03/26/1979","206.80","206.80","206.80","206.80","","0.44%"
"03/23/1979","205.90","205.90","205.90","205.90","","0.19%"
"03/22/1979","205.50","205.50","205.50","205.50","","-0.70%"
"03/21/1979","206.95","206.95","206.95","206.95","","-0.11%"
"03/20/1979","207.17","207.17","207.17","207.17","","0.08%"
"03/19/1979","207.00","207.00","207.00","207.00","","-0.22%"
"03/16/1979","207.45","207.45","207.45","207.45","","0.24%"
"03/15/1979","206.95","206.95","206.95","206.95","","-0.16%"
"03/14/1979","207.28","207.28","207.28","207.28","","-0.66%"
"03/13/1979","208.65","208.65","208.65","208.65","","1.42%"
"03/12/1979","205.73","205.73","205.73","205.73","","0.50%"
"03/09/1979","204.70","204.70","204.70","204.70","","0.25%"
"03/08/1979","204.18","204.18","204.18","204.18","","0.09%"
"03/07/1979","204.00","204.00","204.00","204.00","","-0.24%"
"03/06/1979","204.50","204.50","204.50","204.50","","-0.11%"
"03/05/1979","204.73","204.73","204.73","204.73","","-0.08%"
"03/02/1979","204.90","204.90","204.90","204.90","","0.56%"
"03/01/1979","203.75","203.75","203.75","203.75","","0.54%"
"02/28/1979","202.65","202.65","202.65","202.65","","0.37%"
"02/27/1979","201.90","201.90","201.90","201.90","","-0.09%"
"02/26/1979","202.08","202.08","202.08","202.08","","0.34%"
"02/23/1979","201.40","201.40","201.40","201.40","","0.00%"
"02/22/1979","201.40","201.40","201.40","201.40","","-0.22%"
"02/21/1979","201.85","201.85","201.85","201.85","","0.40%"
"02/20/1979","201.05","201.05","201.05","201.05","","0.17%"
"02/16/1979","200.70","200.70","200.70","200.70","","0.22%"
"02/15/1979","200.25","200.25","200.25","200.25","","-0.07%"
"02/14/1979","200.40","200.40","200.40","200.40","","0.35%"
"02/13/1979","199.70","199.70","199.70","199.70","","0.45%"
"02/09/1979","198.80","198.80","198.80","198.80","","0.56%"
"02/08/1979","197.70","197.70","197.70","197.70","","0.87%"
"02/07/1979","196.00","196.00","196.00","196.00","","-1.53%"
"02/06/1979","199.05","199.05","199.05","199.05","","-0.40%"
"02/05/1979","199.85","199.85","199.85","199.85","","-0.87%"
"02/02/1979","201.60","201.60","201.60","201.60","","-0.57%"
"02/01/1979","202.75","202.75","202.75","202.75","","0.27%"
"01/31/1979","202.20","202.20","202.20","202.20","","0.72%"
"01/30/1979","200.75","200.75","200.75","200.75","","0.32%"
"01/29/1979","200.10","200.10","200.10","200.10","","0.28%"
"01/26/1979","199.55","199.55","199.55","199.55","","0.28%"
"01/25/1979","199.00","199.00","199.00","199.00","","0.66%"
"01/24/1979","197.70","197.70","197.70","197.70","","-0.10%"
"01/23/1979","197.90","197.90","197.90","197.90","","0.14%"
"01/22/1979","197.63","197.63","197.63","197.63","","-0.31%"
"01/19/1979","198.25","198.25","198.25","198.25","","0.76%"
"01/18/1979","196.75","196.75","196.75","196.75","","-0.03%"
"01/17/1979","196.80","196.80","196.80","196.80","","-0.18%"
"01/16/1979","197.15","197.15","197.15","197.15","","-0.33%"
"01/15/1979","197.80","197.80","197.80","197.80","","0.10%"
"01/12/1979","197.60","197.60","197.60","197.60","","-0.33%"
"01/11/1979","198.25","198.25","198.25","198.25","","0.81%"
"01/10/1979","196.65","196.65","196.65","196.65","","0.00%"
"01/09/1979","196.65","196.65","196.65","196.65","","0.51%"
"01/08/1979","195.65","195.65","195.65","195.65","","-0.51%"
"01/05/1979","196.65","196.65","196.65","196.65","","0.13%"
"01/04/1979","196.40","196.40","196.40","196.40","","-0.10%"
"01/03/1979","196.60","196.60","196.60","196.60","","1.04%"
"01/02/1979","194.58","194.58","194.58","194.58","","0.14%"
"12/29/1978","194.30","194.30","194.30","194.30","","0.18%"
"12/28/1978","193.95","193.95","193.95","193.95","","-0.28%"
"12/27/1978","194.50","194.50","194.50","194.50","","-0.26%"
"12/26/1978","195.00","195.00","195.00","195.00","","0.46%"
"12/22/1978","194.10","194.10","194.10","194.10","","-0.56%"
"12/21/1978","195.20","195.20","195.20","195.20","","0.31%"
"12/20/1978","194.60","194.60","194.60","194.60","","0.67%"
"12/19/1978","193.30","193.30","193.30","193.30","","0.13%"
"12/18/1978","193.05","193.05","193.05","193.05","","-1.40%"
"12/15/1978","195.80","195.80","195.80","195.80","","0.13%"
"12/14/1978","195.55","195.55","195.55","195.55","","-0.36%"
"12/13/1978","196.25","196.25","196.25","196.25","","-0.05%"
"12/12/1978","196.35","196.35","196.35","196.35","","0.18%"
"12/11/1978","196.00","196.00","196.00","196.00","","-1.06%"
"12/08/1978","198.10","198.10","198.10","198.10","","-0.28%"
"12/07/1978","198.65","198.65","198.65","198.65","","0.56%"
"12/06/1978","197.55","197.55","197.55","197.55","","0.03%"
"12/05/1978","197.50","197.50","197.50","197.50","","-0.08%"
"12/04/1978","197.65","197.65","197.65","197.65","","-2.01%"
"12/01/1978","201.70","201.70","201.70","201.70","","1.31%"
"11/30/1978","199.10","199.10","199.10","199.10","","1.07%"
"11/29/1978","197.00","197.00","197.00","197.00","","0.13%"
"11/28/1978","196.75","196.75","196.75","196.75","","0.38%"
"11/27/1978","196.00","196.00","196.00","196.00","","0.49%"
"11/24/1978","195.05","195.05","195.05","195.05","","0.44%"
"11/22/1978","194.20","194.20","194.20","194.20","","-0.41%"
"11/21/1978","195.00","195.00","195.00","195.00","","0.10%"
"11/20/1978","194.80","194.80","194.80","194.80","","-0.41%"
"11/17/1978","195.60","195.60","195.60","195.60","","0.77%"
"11/16/1978","194.10","194.10","194.10","194.10","","1.62%"
"11/15/1978","191.00","191.00","191.00","191.00","","1.08%"
"11/14/1978","188.95","188.95","188.95","188.95","","0.27%"
"11/13/1978","188.45","188.45","188.45","188.45","","-0.08%"
"11/10/1978","188.60","188.60","188.60","188.60","","0.37%"
"11/09/1978","187.90","187.90","187.90","187.90","","0.35%"
"11/08/1978","187.25","187.25","187.25","187.25","","-1.58%"
"11/06/1978","190.25","190.25","190.25","190.25","","0.66%"
"11/03/1978","189.00","189.00","189.00","189.00","","0.61%"
"11/02/1978","187.85","187.85","187.85","187.85","","0.99%"
"11/01/1978","186.00","186.00","186.00","186.00","","3.62%"
"10/31/1978","179.50","179.50","179.50","179.50","","1.38%"
"10/30/1978","177.05","177.05","177.05","177.05","","-1.09%"
"10/27/1978","179.00","179.00","179.00","179.00","","0.39%"
"10/26/1978","178.30","178.30","178.30","178.30","","-0.70%"
"10/25/1978","179.55","179.55","179.55","179.55","","-1.64%"
"10/24/1978","182.55","182.55","182.55","182.55","","0.55%"
"10/23/1978","181.55","181.55","181.55","181.55","","-0.14%"
"10/20/1978","181.80","181.80","181.80","181.80","","-0.79%"
"10/19/1978","183.25","183.25","183.25","183.25","","0.52%"
"10/18/1978","182.30","182.30","182.30","182.30","","0.03%"
"10/17/1978","182.25","182.25","182.25","182.25","","-0.87%"
"10/16/1978","183.85","183.85","183.85","183.85","","-1.10%"
"10/13/1978","185.90","185.90","185.90","185.90","","-0.38%"
"10/12/1978","186.60","186.60","186.60","186.60","","0.40%"
"10/11/1978","185.85","185.85","185.85","185.85","","-1.09%"
"10/10/1978","187.90","187.90","187.90","187.90","","-0.27%"
"10/06/1978","188.40","188.40","188.40","188.40","","0.59%"
"10/05/1978","187.30","187.30","187.30","187.30","","0.16%"
"10/04/1978","187.00","187.00","187.00","187.00","","-0.27%"
"10/03/1978","187.50","187.50","187.50","187.50","","-0.71%"
"10/02/1978","188.85","188.85","188.85","188.85","","-0.18%"
"09/29/1978","189.19","189.19","189.19","189.19","","-0.01%"
"09/28/1978","189.20","189.20","189.20","189.20","","0.05%"
"09/27/1978","189.10","189.10","189.10","189.10","","-0.03%"
"09/26/1978","189.15","189.15","189.15","189.15","","0.80%"
"09/25/1978","187.65","187.65","187.65","187.65","","-0.32%"
"09/22/1978","188.25","188.25","188.25","188.25","","0.27%"
"09/21/1978","187.75","187.75","187.75","187.75","","-0.56%"
"09/20/1978","188.80","188.80","188.80","188.80","","-0.79%"
"09/19/1978","190.30","190.30","190.30","190.30","","-0.26%"
"09/18/1978","190.80","190.80","190.80","190.80","","0.50%"
"09/15/1978","189.85","189.85","189.85","189.85","","-0.16%"
"09/14/1978","190.15","190.15","190.15","190.15","","0.13%"
"09/13/1978","189.90","189.90","189.90","189.90","","-0.84%"
"09/12/1978","191.50","191.50","191.50","191.50","","-0.21%"
"09/11/1978","191.90","191.90","191.90","191.90","","-0.52%"
"09/08/1978","192.90","192.90","192.90","192.90","","0.97%"
"09/07/1978","191.05","191.05","191.05","191.05","","0.55%"
"09/06/1978","190.00","190.00","190.00","190.00","","-0.08%"
"09/05/1978","190.15","190.15","190.15","190.15","","-0.34%"
"09/01/1978","190.80","190.80","190.80","190.80","","0.15%"
"08/31/1978","190.51","190.51","190.51","190.51","","0.76%"
