"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Peru","PER","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85520791332.0461","82259635907.116","82669919179.5522","87410754117.483","90737127759.3","90340890155.012","90241165950.6833","92694251399.058","104534172215.889","131444329698.186","147013203720.455","164295739944.364","183120996961.773","197879079664.258","240884404435.394","306155624794.856","","",
"Philippines","PHL","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","552641000000","620238000000","713260000000","989822000000","955093000000","1163845000000","1155237000000","1350574000000","1775356000000","1768694000000","2166710000000","2384919000000","2815468000000","3355108000000","3811954000000","3888231000000","3851506000000","3712487000000","4220903000000","4396639000000","4718171000000","4951188000000","5437104000000","5681153000000","5735242000000","","","","","","","","","",
"Palau","PLW","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46769372","45481901","60899132","50703087","57924828","51346466","52870917","177991821","202718309","227998358","241445459","240221474","","","","",
"Papua New Guinea","PNG","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1505900000","1680600000","1894620000","2157400000","2961200000","3324200000","3780800000","4418000000","5177700000","5609200000","5621600000","7097300000","8127900000","","","","","","","","","","","","15365100000","17966880000","21944000000","23704200000","29121100000","33666850000","40168385513.6","48173112547.4733","53679857585.634","",
"Poland","POL","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","250741000000","286480000000","311530000000","322131000000","395135000000","435766000000","460753000000","507474000000","547809000000","573461000000","649513000000","724882000000","814868000000","893221000000","984653000000","1010766000000","989713000000","1023902000000","1120562000000","1124386000000","1165892000000","1205882000000","1560946000000","1531969000000","1541953000000","",
"Pre-demographic dividend","PRE","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75485610000","78358420000","81550350000","88964430000","96882140000","104681720000","116318590000","126007020000","130888560000","133647480000","144832370000","163523440000","181004910000","186333090000","229189550000","238770350000","263655250000","270845560000","274004610000","288978900000","288536890000","297699480000","323432200000","318007020000","289343590000","",
"Paraguay","PRY","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"West Bank and Gaza","PSE","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Romania","ROU","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10910860000","16543260000","22518900000","33481660000","42309830000","48087670000","52996060000","55517030000","55842310000","74979590000","98983830000","149879190000","184448320000","218719920000","250919510000","277164410000","309484720000","321855340000","355600130000","377498100000","408220750000","461280960000","611221100000","664855290000","707020360000","",
"Russian Federation","RUS","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4478706000000","","3984067107000","3561301700000","2602300000000","2364100000000","2674350000000","3371300000000","4209400000000","5187400000000","5815000000000","9003500000000","8830680336298.78","10221258428312.5","11128354000000","13429576000000","15099378000000","17098569000000","22760453000000","26071103000000","27285462000000","",
"Rwanda","RWA","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106297000000","114512000000","131613000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia","SAS","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sudan","SDN","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1777770000","2335910000","","","","","","","","","","","","","","","","","","","","","","","","",
"Senegal","SEN","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Singapore","SGP","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54882000000","62031000000","69535000000","71366000000","79106000000","90585000000","98758000000","106088000000","118509000000","128498000000","138870000000","151130000000","176191000000","184731000000","197892000000","202016000000","195628000000","210730000000","264107000000","300390000000","331720600000","368181500000","397638200000","382740000000","397391200000","437506000000","480707296111.6","518235000000","563056984601.82","657225559215.77","730858577430.16","875659916197.36","1081447125321.46","",
"Solomon Islands","SLB","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1132179884.38","1010570901.49152","948875912.314414","858979631.76183","697458792.772927","686326347.948075","974080142.13","987382608.73","1024865155.67","1446400303.87","","1966400000","",
"Sierra Leone","SLE","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"El Salvador","SLV","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13601800000","11368956350.62","11886327421.77","12449273013.18","13607914057.02","13445800000","14363300000","17435500000","19162000000","","",
"San Marino","SMR","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","211954419","406323040.2","519944721.45","658188411.69","815183980.98","802745428.18","829091574.8","777136379.28","880646641","663430214.57","686734423","600368804.3","670550496.32","722306607.69","754926236.18","724994594","787234279","752689408","1293645243","1489890412","1764785072.66","",
"Somalia","SOM","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovak Republic","SVK","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9891739000","13559287000","17079389000","18340868000","17723343000","18944571000","20365661000","19494434000","20633804000","22101799000","23346644000","26948554000","31329393000","34873950000","43075795000","47087469000","50303190000","51949311000","53972981000","54488352000","57325207000","59596599000","73195492000","79034707000","70804330000","",
"Slovenia","SVN","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5153610000","6026780000","6940410000","7992860000","8340360000","9284720000","9559980000","9920680000","10108290000","10878550000","15076440000","16493510000","18117500000","21610630000","28172510000","36452010000","38988420000","38572740000","37771770000","37801600000","40919810000","50540600000","48400860000","40988400000","",
"Sweden","SWE","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","530580000000","606260000000","828020000000","1016670000000","","1676329000000","1800895000000","1891679000000","1762661000000","1692408000000","1524015000000","1545301000000","1572928000000","1630114000000","1696196000000","1611793000000","1517200000000","1557543000000","1567792000000","1547429000000","1628525000000","1628626000000","1726683000000","1974585000000","2020925000000","2039217000000","2032635000000","2040670000000","1952715000000","2218168000000","2221750000000","2164870000000","",
"Eswatini","SWZ","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2147700000","","","","","","","","","","","4138000000","4379500000","5168200000","","6654131000","8162180000","11249700000","13018942000","16671200000","19885121516.1","26122100000","25387283318.11","","",
"Sint Maarten (Dutch part)","SXM","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16183269201.4966","11584387623.6164","8820117326.27988","10403900000","11345700000","8255589015","11784224932.45","11616521354","","","","","","","","",
"Syrian Arab Republic","SYR","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Thailand","THA","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1734932660000","1708578930000","1696594440000","1938486520000","2048132380000","2086956260000","2179226650000","2586513290000","2907482392592","3180856116261","3515010840000","","","","","","","","","","","",
"Tajikistan","TJK","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2038198000","2038198000","2046017000","","","","","","","","","","","","","","","","","","","","","","",
"Turkmenistan","TKM","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","383147251","378478931","434560042","460835620","463884525","522300687","494977339","504155080","","","",
"South Asia (IDA & IBRD)","TSA","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19483500000","21813800000","","","","","","","","","","","","","","","","",
"Tunisia","TUN","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5923800000","7298200000","7606600000","8696600000","9335600000","9807900000","10543000000","13062900000","13476800000","15142500000","","","","","","","","","","","","","","","","","","","","","","","","",
"Turkiye","TUR","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","424256823486.3","505506108807.018","549665124105.284","582326494600.557","631379741415.335","637958890504.286","710870219823.06","759454505982.342","877111189470.035","1036599675957.03","1201988161014.97","1584645882368.31","2180177666692.61","3159768263701.23","5417761645070.18","",
"Tuvalu","TUV","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uganda","UGA","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41776374850242","50824110408736","61722881770559","76087105572302","87706407271883","",
"Ukraine","UKR","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79538900000","77020400000","74629700000","75729100000","77533477000","85401200000","78146613350","80548554650","88744701000","131084900000","227195700000","323475200000","357273400000","422534000000","491656000000","956710100000","1344616400000","1662922800000","1939735500000","1970204500000","1870093300000","2410109800000","","","",
"Upper middle income","UMC","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uruguay","URY","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113131956576.794","275487945918.986","358761640985.965","335594169650.77","323499190086.652","325300677045.172","321492496813.792","364210941923.286","351744412459.28","357028848500.404","419570641125.645","451114329042.417","502495000000","588693839403.879","743250080728.096","803336755379.777","837629260412.063","966830682690.83","1131410706944.3","1406632238150.05","","","",
"United States","USA","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2207460000000","2440950000000","2713370000000","3002620000000","3308990000000","3450760000000","3606690000000","3773520000000","3784200000000","3727460000000","3633580000000","3410250000000","5549553000000","5886695000000","6444295000000","6922541000000","7372213000000","7663138000000","8056344000000","9425404000000","10980461000000","12786264000000","13969060000000","15221725000000","16091090000000","16807707000000","17555195000000","18415451000000","19027982000000","20336293000000","21547015000000","26596793000000","28050590000000","28417719000000","",
"Uzbekistan","UZB","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","204600000","217300000","252400000","314700000","338100000","369900000","372400000","369800000","403900000","548000000","553600000","567800000","652600000","721400000","836100000","849800000","891600000","845000000","860800000","1035630000","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vanuatu","VUT","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4629300000","","","","","6760000000","6523000000","7381000000","9500000000","9445000000","","","","","","","","","","","","","","","","","","","","","","90575000000","","",
"World","WLD","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Samoa","WSM","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Africa","ZAF","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2152211667119.75","2366748626286.5","2634833706822.5","2937030704706","3415281995931","4014312363062.6","4378799231071","4839051960917.4","",
"Zambia","ZMB","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","276980900","605781500","938076200","2397867200","3652300000","5108200000","7644500000","8489100000","10621200000","","","","","","","","","","","","16839265947.337","20582251336.0028","30834351310.38","36658412577.87","74164628681.67","90603687636.18","100340554370.97","128742864899.53","164312808917.16","186068249736.33","344509653199.69","315877936572.04","","",
"Zimbabwe","ZWE","Central government debt, total (current LCU)","GC.DOD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
